Codigo;Nome;Descrição;unidade_medida;estoque_atual;estoque_minimo
MC-912;PARAF. ALLEN C/C R/P 3/8''X2 1/4'';;UN;0;0
MC-827;ARRUELA 1/8'' LISA ZINCADA PRETA;;UN;0;0
MC-667;PORCA SEXT. 1/4'' ZINCADA PRETA;;UN;0;0
MC-12840;PARAF. ALLEN C/C R/P M8X80;;UN;0;0
MC-10371;BARRA CHAVETA 8X8X500MM;;UN;0;0
MC-884;PARAF. ALLEN CAB. CHATA R/P M6X40;;UN;0;0
MC-9158;"PARAF. SEXT. R/I 1/4""X1 1/4"" ZINCADO PRETO*";;UN;0;0
MC-1843;PARAF. SEXT. R/P M12X110;;UN;0;0
MC-12505;BUCHA AMERICANA 1/4 X 20MM;;UN;0;0
MC-678;PARAF. SEXT. R/P M8X50;;UN;0;0
MC-13171;PARAF. PHILIPS R/I 4,8 X 16;;UN;0;0
MC-9472;ARRUELA 1/4'' - INOX A2;;UN;0;0
MC-12744;PORCA SEXT. 1/4'' INOX;;UN;0;0
MC-8705;PORCA PARLOK M24 (PASSO DE 2);;UN;0;0
MC-8573;REBITE R616 - PRETO;;UN;0;0
MC-12740;PORCA PARLOK 1/4'' INOX;;UN;0;0
MC-9465;PARAF. SEXT. R/I 1/4''X5/8'' - INOX A2;;UN;0;0
MC-12746;"PORCA BORBOLETA 1/4"" INOX";;UN;0;0
MC-9475;PARAF. ALLEN CAB. CHATA R/I M6X16 - INOX A2;;UN;0;0
MC-12741;PORCA PARLOK 3/8'' ZINCADO PRETO INOX;;UN;0;0
MC-12742;PORCA PARLOK M6 INOX;;UN;0;0
MC-9474;PARAF. SEXT. R/I 3/8''X2 3/4'' - INOX A2;;UN;0;0
MC-12705;PORCA PARLOK M24 (PASSO DE 2) INOX;;UN;0;0
MC-9473;ARRUELA M10 - INOX A2;;UN;0;0
MC-8691;PARAF. SEXT. R/I 3/16X3/4 -BROCANTE+ARRUELA DE VEDACAO;;UN;0;0
MC-12743;PORCA PARLOK M8 INOX;;UN;0;0
MC-13235;REBITE R616 - CINZA;;UN;0;0
MC-9899;PARAF. SEXT. R/I M8X30 - INOX A2;;UN;0;0
MC-8484;"ARRUELA PRESSAO ZINCADA 1""";;UN;0;0
MC-9466;PARAF. SEXT. R/I M8X20 - INOX A2;;UN;0;0
MC-10318;ARRUELA 1/2 X 1 1/8 - INOX A2;;UN;0;0
MC-8483;"ARRUELA LISA 1"" x 2/12"" INOX";;UN;0;0
MC-12745;PORCA SEXT. 3/8'' INOX;;UN;0;0
MC-9471;PARAF. LENTILHA R/I 4,2X19 BROCANTE;;UN;0;0
MC-631;LONA X-4 E 2000 3130X480MM (ASSISTENCIA);;UN;0;0
MC-10495;CORREIA 755 K4;;UN;0;0
MC-8628;LONA X4 3130X500MM;;UN;0;0
MC-7033;TAPETE DE BORRACHA SQUAT/PÉLVICA (GRANDE);;UN;0;0
MC-630;LONA X-3 E LF 1600 2800X420MM;;UN;0;0
MC-653;CORREIA DE BORRACHA 685 2CV;;UN;0;0
MC-10458;LONA X-6 3230X580MM ;;UN;0;0
MC-12772;CORREIA POLY V  PJ-711=J280 / 8 8,0 - ELIPTICO;;UN;0;0
MC-10475;PISANTE DE BORRACHA LION;;UN;0;0
MC-11465;CORREIA DE BORRACHA 6PK 1275RNH GIR/ALT POLI V - BIKE 480;;UN;0;0
MC-9754;CORREIA DE BORRACHA 1325 - AX;;UN;0;0
MC-10532;TAPETE DE BORRACHA ESCADA;;UN;0;0
MC-12369;CORREIA POLY V 8 PJ 995 - BIKE ERGOMETRICA;;UN;0;0
MC-12062;CORREIA 6PK 1820;;UN;0;0
MC-11762;LONA FISIO 1660X410MM C/GUIA LATERAL KIDS;;UN;0;0
MC-10718;CORREIA AX-44;;UN;0;0
MC-10719;CORREIA AX-47;;UN;0;0
MC-11503;LONA FISIO 3190X800MM;;UN;0;0
MC-11788;CORREIA SINCRONIZADA 210L REXON (0,75POL);;UN;0;0
MC-13262;CORREIA DE BORRACHA 8PJ 1016 ;;UN;0;0
MC-11448;CORREIA A-66;;UN;0;0
MC-12232;CORREIA MV 4PK840 - ESTEIRA FISIO;;UN;0;0
MC-11103;PERFIL T ACABAMENTO 17MM PRETO  - CÓD. 0466 003 ;;UN;0;0
MC-2546;BORRACHA ESPONJOSA 20X10;;UN;0;0
MC-1732;BORRACHA PERFIL H SOL COD. 050 PR 60+-5;;UN;0;0
MC-13082;CORREIA POLY V 1428 J8 - BIKE LF 350;;UN;0;0
MC-11306;CORREIA A-47;;UN;0;0
MC-9849;CORREIA A-61;;UN;0;0
MC-11818;CORREIA A-67;;UN;0;0
MC-2151;BARRA BAGUETE 5/16''X5/16''#0,90;;UN;0;0
MC-1671;"CANTONEIRA 1 1/2""X1/8""";;UN;0;0
MC-1687;"CANTONEIRA 1 1/4""X1/8""";;UN;0;0
MC-1690;"CANTONEIRA 2""X3/16""";;UN;0;0
MC-1691;"CANTONEIRA 3/4""X1/8""";;UN;0;0
MC-1670;"CANTONEIRA 5/8""X1/8""";;UN;0;0
MC-10472;CARENAGEM ROTOM. LATERAL/ESQUERDA DA ESCADA;;UN;0;0
MC-10471;CARENAGEM ROTOM. LATERAL/DIREITA DA ESCADA;;UN;0;0
MC-9239;ACABAMENTO ROTOMOLDADO DA PEGADA X-3 2017;;UN;0;0
MC-789;CARENAGEM LF 200;;UN;0;0
MC-2385;CARENAGEM LF 300 CINZA ESCURO ;;UN;0;0
MC-13578;CARENAGEM ROTOM. LATERAL/DIREITA DA ESCADA SE-03;;UN;0;0
MC-13579;CARENAGEM ROTOM. LATERAL/ESQUERDA DA ESCADA SE-03 ;;UN;0;0
MC-10470;CARENAGEM ROTOMOLDADA FRONTAL DA ESCADA;;UN;0;0
MC-6832;CARENAGEM ROTOMOLDADA INFERIOR ESQUERDO - CLASSIC;;UN;0;0
MC-13580;CARENAGEM ROTOMOLDADA LATERAL DIREITO - LF 200D ;;UN;0;0
MC-13581;CARENAGEM ROTOMOLDADA LATERAL ESQUERDO - LF 200D;;UN;0;0
MC-8008;CARENAGEM ROTOMOLDADA MOTOR X3;;UN;0;0
MC-10154;CARENAGEM ROTOMOLDADA PAINEL DO ELIPTICO LF200;;UN;0;0
MC-6887;CARENAGEM SUPERIOR ROTOMOLDADA PRÓ;;UN;0;0
MC-8813;LB 23 CAREN. TAMPO SUPERIOR ABS TETO CÓD.383/23 - M.O.;;UN;0;0
MC-8811;LB 23 CUBA EM ABS CINZA CÓD.384/23 - M.O.;;UN;0;0
MC-8812;LB 23 FUNIL CLIMATIZADOR ABS TETO CÓD.385/23 - M.O.;;UN;0;0
MC-13494;PISANTE PLASTICO MENOR DA ESCADINHA;;UN;0;0
MC-9162;CARENAGEM LF-480 ROTOMOLDADA (ARREIO);;UN;0;0
MC-10397;CARENAGEM ROTOMOLDADA PAINEL DA ESCADA;;UN;0;0
MC-10436;CARENAGEM ROTOMOLDADA TRASEIRA X-6;;UN;0;0
MC-8503;PEDALEIRA (SAPATA) DO ELIPTICO LF260 - COD. 140;;UN;0;0
MC-10875;CARENAGEM PAINEL DA ESTEIRA X-4 GT;;UN;0;0
MC-10435;CARENAGEM ROTOMOLDADA MOTOR X-6;;UN;0;0
MC-10598;CARENAGEM ROTOMOLDADA ACAB. TRASEIRO DO SIMULADOR ;;UN;0;0
MC-9163;CARENAGEM LF-480 CAPA DA CORRENTE ROTOMOLDADA;;UN;0;0
MC-10427;CARENAGEM PAINEL DA ESTEIRA X-6;;UN;0;0
MC-10877;CARENAGEM ROTOMOLDADA TRASEIRA X-4 GT;;UN;0;0
MC-12371;CARENAGEM LF 450 LATERAL DIREITA DIANTEIRA;;UN;0;0
MC-12372;CARENAGEM LF 450 LATERAL ESQUERDA DIANTEIRA;;UN;0;0
MC-10876;CARENAGEM ROTOMOLDADA MOTOR X-4 GT;;UN;0;0
MC-12376;CARENAGEM ASSENTO BIKE LF 450;;UN;0;0
MC-12374;CARENAGEM PAINEL BIKE LF 450;;UN;0;0
MC-11520;CARENAGEM ROTOMOLDADA TRASEIRA X-3 GT;;UN;0;0
MC-12209;CARENAGEM INJETADA ARTICULACAO SIMULADOR ELIPTICO;;UN;0;0
MC-10597;CARENAGEM ROTOMOLDADA CENTRAL DO SIMULADOR ELIPTICO;;UN;0;0
MC-8355;PERFIL APOIO LATERAL 100 X 1335MM CÓD.03429061335 (ESTRIBO);;UN;0;0
MC-12370;CARENAGEM LF 450 LATERAL DIREITA TRASEIRA;;UN;0;0
MC-12373;CARENAGEM LF 450 LATERAL ESQUERDA TRASEIRA;;UN;0;0
MC-10402;PISANTE PLASTICO MAIOR DA ESCADA (1,210 KG);;UN;0;0
MC-10729;PERFIL LATERAL DA COLUNA X-6 1250MM - TEC441 PR900;;UN;0;0
MC-10596;CARENAGEM ROTOMOLDADA FRONTAL DO SIMULADOR ELIPTICO;;UN;0;0
MC-11519;CARENAGEM ROTOMOLDADA MOTOR X-3 GT ;;UN;0;0
MC-9321;PERFIL PARACHOQUE PRETO 1640MM;;UN;0;0
MC-12375;CARENAGEM ENCOSTO BIKE LF 450;;UN;0;0
MC-10503;PERFIL TAPA CANAL DO ESTRIBO 12MM X 1710MM;;UN;0;0
MC-11518;CARENAGEM PAINEL DA ESTEIRA X-3 GT;;UN;0;0
MC-10403;PISANTE PLASTICO MENOR DA ESCADA (0,650 KG);;UN;0;0
MC-12989;CARENAGEM ESTEIRA KIDS LADO DIRETO;;UN;0;0
MC-12990;CARENAGEM ESTEIRA KIDS LADO ESQUERDO;;UN;0;0
MC-10835;PERFIL TAPA CANAL 12MM X 1250MM ;;UN;0;0
MC-10461;PERFIL APOIO LATERAL 1710MM CÓD.04369061710 (ESTRIBO);;UN;0;0
MC-10429;ACABAMENTO BRACO DE ESTEIRA ESQUERDO X-6;;UN;0;0
MC-10428;ACABAMENTO BRACO DE ESTEIRA DIREITA X-6;;UN;0;0
MC-8356;PERFIL TAPA CANAL 12MM X 1335MM CÓD.03439061335;;UN;0;0
MC-11812;CARENAGEM ROTOMOLDADA MOTOR NEW CYCLE;;UN;0;0
MC-9605;ACABAMENTO DO PERFIL PRETO 1640MM (TAPA CANAL);;UN;0;0
MC-13080;CARENAGEM DIREITA BIKE LF 350;;UN;0;0
MC-13081;CARENAGEM ESQUERDA BIKE LF 350;;UN;0;0
MC-11025;CARENAGEM ROTOMOLDADA AIR BIKE L/D;;UN;0;0
MC-11026;CARENAGEM ROTOMOLDADA AIR BIKE L/E;;UN;0;0
MC-12357;CARENAGEM ROTOMOLDADA RAMPA ESTEIRA FISIO;;UN;0;0
MC-12361;CARENAGEM ROTOMOLDADA TRASEIRA ESTEIRA FISIO;;UN;0;0
MC-8909;CARENAGEM ROTOMOLDADA LB 8 - CINZA;;UN;0;0
MC-8881;LB 18 CUBA EM ABS CZ CÓD.391 - M.O.;;UN;0;0
MC-8880;LB 18 FRONTAL ABS CZ CÓD.390 - M.O.;;UN;0;0
MC-8882;LB 18 TAMPO EM ABS CZ CÓD.389 - M.O.;;UN;0;0
MC-8638;LB 26 FRONTAL DO CLIMATIZADOR ABS CINZA MEDIO (355-26) - M.O.;;UN;0;0
MC-8498;LB 40/60 CUBA BASE DO CLIMATIZADOR EM ABS CINZA (354-40) - M.O.;;UN;0;0
MC-8637;LB 26 CUBA BASE DO CLIMATIZADOR ABS CINZA MEDIO (354-26) - ;;UN;0;0
MC-8640;LB 26 CAREN. TAMPO DO CLIMATIZADOR ABS CINZA MEDIO (356-26) -;;UN;0;0
MC-8497;LB 40/60 CAREN. TAMPO DO CLIMATIZADOR EM ABS CINZA (356-40) - ;;UN;0;0
MC-10434;LB 60 FRONTAL DO CLIMATIZADOR EM ABS CINZA  - M.O.;;UN;0;0
MC-8499;LB 40 FRONTAL DO CLIMATIZADOR EM ABS CINZA (355-40) - M.O.;;UN;0;0
MC-10119;CHAPA DE ALUMINIO LISA 1200-H14 1065x349x1,50MM (MOLDURA ;;UN;0;0
MC-12543;CHAPA DE ALUMINIO LISA 1200-H14 1260x450x1,50;;UN;0;0
MC-12707;TRILHO STANLEY 2.00MM X 60 X 50 #14 COMP. 3000MM;;UN;0;0
MC-12708;RODIZIO STANLEY DUPLO;;UN;0;0
MC-8898;CHAPA DE INOX 1250 X 3000 X 2,0 - AISI 304 NATURAL - PVC LASER;;UN;0;0
MC-9109;CHAPA LF 1006 A36 3.000X1.500 #1,20MM*;;UN;0;0
MC-4366;CHAPA LQ A36 3.000X1.200 #3/16'' - 1020 - (4,75MM) ;;UN;0;0
MC-4370;"CHAPA LQ A36 3.000X1.200 #3/8"" - 1020 - (9,50MM)";;UN;0;0
MC-9779;GRELHA SIMPLES ECONOMICA 1010X1010 CINZA ESCURO;;UN;0;0
MC-11745;GRELHA SIMPLES ECONOMICA 560X560 ALETAS LARGA ALUMINIO;;UN;0;0
MC-8482;REBITE ALUMINIO K-516;;UN;0;0
MC-8392;"RODIZIO C/BASE GIRATORIA 312NP 3""";;UN;0;0
MC-8393;"RODIZIO RODILINE B. FIXA 312 NP 3"" PR";;UN;0;0
MC-10421;GRELHA SIMPLES ECONOMICA 1330X1330 CINZA ESCURO;;UN;0;0
MC-9778;GRELHA SIMPLES ECONOMICA 1200X1200 CINZA ESCURO;;UN;0;0
MC-8359;COLMEIA 600X150X1200MM C/MITEDGE;;UN;0;0
MC-10418;COLMEIA 100X600X750MM C/MITEDGE;;UN;0;0
MC-8360;COLMEIA 600X150X1500MM C/MITEDGE;;UN;0;0
MC-11498;COLMEIA 600X150X1075MM C/MITEDGE ;;UN;0;0
MC-8767;POLIA ALUMINIO 330 A1 CUBO LONGO;;UN;0;0
MC-12537;CHICOTE LIGACAO FREQUENCIA INCL. ENCONDER PEDALEIRA ;;UN;0;0
MC-12536;CHICOTE DE ALIMEN SENSOR EMERGENCIA REABILITACAO - ;;UN;0;0
MC-11508;DISPOSITIVO DE CONTROLE ENCODER INCREMENTAL DIGITAL - MRI ;;UN;0;0
MC-8245;CHICOTE LIGACAO PAINEL E FONTE - MRI CÓD.FWCLF-M03-001;;UN;0;0
MC-1371;FIO COM PINO 3X2,50X3MTS;;UN;0;0
MC-11423;PLACA FWU500 HAND GRIP RS232 ESCADA - FWU500-HRSI-001;;UN;0;0
MC-13284;CABO LIGAÇÃO DE TECLADO AGEON - 034-0106;;UN;0;0
MC-13281;CABO MANGA FLEX 2X24AWG PCF2-02 - 034-0104;;UN;0;0
MC-13234;CABO MANGA FLEX 8VIAS 22AWG PRETO;;UN;0;0
MC-13595;CABO PP 3X2,5 500V;;UN;0;0
MC-13282;CHICOTE BATIMENTO AGEON - 034-0107;;UN;0;0
MC-6788;CHICOTE BATIMENTO CARDÍACO 250/260;;UN;0;0
MC-9219;CHICOTE BATIMENTO CARDÍACO LF-220 (PAINEL CÓD. 8962);;UN;0;0
MC-13283;CHICOTE BOTAO EMERGENCIA - AGEON 034-0105;;UN;0;0
MC-9220;CHICOTE DE ALIMENTAÇÃO PAINEL LF-220 (PAINEL CÓD. 8962);;UN;0;0
MC-6791;CHICOTE DO PAINEL/SENSOR LF 200;;UN;0;0
MC-13340;CHICOTE HAND GRIP E PEGA ALONGAMENTO SERIE 2507 2 VIAS - ;;UN;0;0
MC-13552;CHICOTE INVERSOR AGEON IEX70 ENTRADA DE EMERGENCIA - ;;UN;0;0
MC-13346;CHICOTE INVERSOR CFW300 MOLEX 4 VIAS- FWCINV-013;;UN;0;0
MC-13553;CHICOTE LIGACAO PAINEL MICRO FIT 8 VIAS ENTRADA DE ;;UN;0;0
MC-13313;CHICOTE PARA PONTEIRA CPX077 VELOCIDADE - MRI CÓD.FWCLT-;;UN;0;0
MC-13314;CHICOTE PARA PONTEIRA CPX077 VELOCIDADE - MRI CÓD.FWCLT-;;UN;0;0
MC-13172;ESPAGUETE RETRATIL 20MM PRETO (TERMORETRATIL);;UN;0;0
MC-10699;ESPAGUETE RETRATIL 6MM PRETO (TERMORETRATIL);;UN;0;0
MC-3112;FIO PRETO 2,5 FLEX;;UN;0;0
MC-13350;FONTE BIVOLT 9V 1A PLUG P4 POSITIVO CENTRAL - FWFOBIV - ;;UN;0;0
MC-12383;FONTE BIVOLT 9V 1A PLUG P4 POSITIVO CENTRAL - FWFOBIV - ;;UN;0;0
MC-6288;FONTE X-4 E X-3 FW153-003 - MRI CÓD.FWF153-003;;UN;0;0
MC-13395;KIT ADAPTAÇÃO PAINEL NOVO LF200 (UNIVERSAL);;UN;0;0
MC-9670;MICRO CHAVE FIM DE CURSO PALHETA LONGA+ROLDANA - ;;UN;0;0
MC-13280;PAINEL X-4 - AGEON - 021-0873;;UN;0;0
MC-12248;PEGA HAND 92MM MRI CÓD.FWDVPH-001;;UN;0;0
MC-12193;PEGA HAND CHAPA MRI CÓD.FWDVPH-005;;UN;0;0
MC-698;PILHA PEQUENA AA 1,5V R6;;UN;0;0
MC-9424;PLACA FW153 FONTE PAINEL - MRI CÓD.FWF153-001;;UN;0;0
MC-10932;PLACA FW209 5 JANELAS X-5 G1 (COM INCLINACAO) HAND GRIP ;;UN;0;0
MC-13256;PLACA FW209 5 JANELAS X-5 G2 HAND GRIP AZUL - MRI ;;UN;0;0
MC-13551;PLACA FW222 5 JANELAS HAND GRIP BRANCO ESCADA - FWP222-;;UN;0;0
MC-13605;PLACA FW222 6 JANELAS (COM INCLINACAO) HAND GRIP AZUL - MRI ;;UN;0;0
MC-12382;PLACA FW226 6 JANELAS HAND GRIP AZUL - MRI CÓD.FWP226-HAZ-;;UN;0;0
MC-12338;PLACA FWP266 6 JANELAS HAND GRIP AZUL BIKE - FWP266-HAZ-001;;UN;0;0
MC-6289;PLACA PAINEL X-3 MOD. NOVO FW200 - MRI CÓD.FWP200-HVM-007;;UN;0;0
MC-13125;PONTEIRA COM HAND GRIP 2 TECLAS DE START STOP LADO ;;UN;0;0
MC-13126;PONTEIRA COM HAND GRIP 2 TECLAS DE START STOP LADO ;;UN;0;0
MC-10398;PONTEIRA COM HAND GRIP 2 TECLAS DIREITO - MRI CÓD.FWDVCH-;;UN;0;0
MC-10400;PONTEIRA COM HAND GRIP 2 TECLAS ESQUERDO - MRI ;;UN;0;0
MC-13279;TECLADO 13 TECLAS - AGEON - 021-0871;;UN;0;0
MC-13571;TECLADO PBD X-3 - COD. 035-0976;;UN;0;0
MC-1463;"TERMINAL 1/4"" OLHAL 6MM";;UN;0;0
MC-12906;TERMINAL PRE ISOLADO MACHO 1,5-2,5MM AZUL;;UN;0;0
MC-11772;TIMER MULTIFUNCIONAL CN48 ;;UN;0;0
MC-12783;BARRAMENTO TERRA 10 FUROS PARA PARAFUSO(VERDE);;UN;0;0
MC-8246;CHICOTE INVERSOR CFW10 2 VIAS - MRI CÓD.FWCINV-012;;UN;0;0
MC-12785;DISJUNTOR DIN 2 X 25A CURVA B;;UN;0;0
MC-13390;"TELA DISPLAY 9.7"" SEM PROGRAMAÇÃO P10768V97I-T30A - DISPLAY ";;UN;0;0
MC-12088;PLACA FW140 MOTOR DC BOMBA SILICONE - MRI CÓD.FWF140-007;;UN;0;0
MC-12499;FONTE 24V PARA INCLINACAO - MRI CÓD. FWFCHV-004;;UN;0;0
MC-12560;CHICOTE ATERRAMENTO PLACA - MRI - FWCDV-019;;UN;0;0
MC-13011;SENSOR INDUT. QUADR. DS 5MM PNP IQ17-5DPA 10-30VCC ;;UN;0;0
MC-10812;CHICOTE PONTEIRA COM HAND GRIP ESCADA - MRI CÓD.FWCBOT-;;UN;0;0
MC-9742;TERMINAL FEMEA 1.5-2.5MM TOTALMENTE ISOLADO AZUL;;UN;0;0
MC-12953;CABO FLEX. 1 FIOS 2,5MM (VERDE);;UN;0;0
MC-13006;RELE CCA DE MOVIMENTO ZERO RMZ-820 24VCC;;UN;0;0
MC-9422;PEGA HAND GRIP 92MM - MRI CÓD.FWDVPH-001;;UN;0;0
MC-8247;CHICOTE DE ALIMEN. CHAVE INVERSOR - MRI CÓD.FWCEE-015;;UN;0;0
MC-9769;CHICOTE INVERSOR CFW10 MOLEX 4 VIAS - MRI CÓD.CFWCINV-001A;;UN;0;0
MC-10479;CHICOTE LIGACAO PAINEL MICRO FIT 8 VIAS - MRI CÓD.FWCLF-M04-;;UN;0;0
MC-9563;CHICOTE LIGACAO FERQ. E INCLINACAO - MRI CÓD.FWCLFI-M01-001A;;UN;0;0
MC-10934;CABO FLEX 4 FIOS 1,5MM (300/500V);;UN;0;0
MC-10572;TECLADO X-5/X-6 FW159 14 TECLAS 12X12X8,5 - MRI CÓD. FWT159-;;UN;0;0
MC-8243;CHICOTE HAND GRIP E PEGA - MRI CÓD.FWCBAT-H-001**;;UN;0;0
MC-8493;CABO FLEXIVEL 1,0MM - VERDE;;UN;0;0
MC-13180;CHICOTE DE ALIMEN. CHAVE INVERSOR - MRI CÓD.FWCEE-016;;UN;0;0
MC-12671;CABO FLEXIVELSILICONE 2,5MM 200 BRANCO;;UN;0;0
MC-11835;CONTATOR MINI WEG AUX. JZC4-31 220V 3NA + 1NF ;;UN;0;0
MC-11771;FONTE CHAVEADA 110/220V - 24V - 500W - 21A;;UN;0;0
MC-12384;BATERIA LI-ON AA (ICR14500) 3,7V 700MAH;;UN;0;0
MC-9217;MOTORZINHO DO PAINEL LF-220 (PAINEL CÓD. 8962);;UN;0;0
MC-12256;CABO FLEXIVEL 1,0MM - PRETO;;UN;0;0
MC-9418;CHICOTE INVERSOR CFW10 MICRO FIT 6 VIAS - MRI CÓD.FWCLF-;;UN;0;0
MC-12342;CHICOTE ALIMENTACAO PAINEL CONECTOR J4 REV1 - FWCBE-J4-;;UN;0;0
MC-8751;TERMINAL PRE ISOLADO TIPO PINO TPP 0,50 A 1,5MM;;UN;0;0
MC-8673;TRILHO P/ MONTAGEM DIM 1MT;;UN;0;0
MC-8442;PRENSA CABO BSP 3/8 STECK/LUKMA (PG11);;UN;0;0
MC-10576;BOTAO EMERGENCIA COGUMELO PULSADOR 1NA;;UN;0;0
MC-12339;FREIO GERADOR 242MM UNIDIRECIONAL PARA BICICLETA - ;;UN;0;0
MC-10549;TERMINAL PINO 4-6MM AMARELO REF:243022 SEM GTIN;;UN;0;0
MC-11668;"TELA DISPLAY 9.7"" ESTEIRA REABILITACAO COM DRIVE+CABO ";;UN;0;0
MC-10258;CHICOTE BOTAO EMERGENCIA - MRI CÓD.FWCBOT-010;;UN;0;0
MC-13500;PLACA FW222 5 JANELAS REAB INCLINACAO - FWP222-HAZI-002;;UN;0;0
MC-689;BOTÃO LIGA/DESLIGA;;UN;0;0
MC-10478;CHICOTE INVERSOR CFW300 - MRI CÓD.FWCLF-C300-001;;UN;0;0
MC-11449;PEDALEIRA THK-8012 SEM CAPA PEQUENA - COD.05781;;UN;0;0
MC-13129;FONTE ESCADA FW153 BIVOLT 12V 24V - MRI CÓD.FWFO153-002;;UN;0;0
MC-10477;CHICOTE HAND GRIP E PEGA MICRO - MRI CÓD.FWCBAT-H-004 ;;UN;0;0
MC-10180;PLACA DO TECLADO FW159 13 TECLAS MENOR 12X12X8,5 - MRI ;;UN;0;0
MC-11504;CHICOTE INVERSOR CFW300 MOLEX 5 VIAS - MRI CÓD.CFWCINV-011;;UN;0;0
MC-9218;CHICOTE DE VELOCIDADE LF-220 (PAINEL CÓD. 8962);;UN;0;0
MC-10961;TERMINAL MACHO 1.5-2.5MM TOTALMENTE ISOLADO AZUL ;;UN;0;0
MC-9135;TERMINAL OLHAL 5MM AZUL;;UN;0;0
MC-9352;ABRACADEIRA TWISTE - KLB-450A-RT;;UN;0;0
MC-9567;PLACA FW209 6 JANELAS (COM INCLINACAO) HAND GRIP AZUL - MRI ;;UN;0;0
MC-10983;PLACA FWU500 HAND GRIP RS232 INCLINAÇÃO - FWU500-HRSI-001;;UN;0;0
MC-13400;PLACA FW153 FONTE PAINEL - MRI CÓD.FWFO153-001;;UN;0;0
MC-8416;CABO FLEXIVEL PRETO 2,5MM;;UN;0;0
MC-12901;CHICOTE BICICLETA ELIPTICO FREIO GERADOR SERIE 2507 ;;UN;0;0
MC-8090;CONECTOR EM BARRA PARA FIO DE 1MM ;;UN;0;0
MC-12341;PLACA FONTE PARA FREIO GERADOR 201B - FWFOGER-201B;;UN;0;0
MC-12242;PLACA FW226 6 JANELAS HAND GRIP AZUL BIKE - 450 - FWP226-HAZ-;;UN;0;0
MC-10482;PLACA FW209 5 JANELAS HAND GRIP AZUL - MRI CÓD.FWP222-HAZ-;;UN;0;0
MC-11303;SENSOR MAGNETICO PARA MONITOR MUSCULACAO - MRI FWDVSE-;;UN;0;0
MC-10483;TECLADO FW159 12 TECLAS 12X12X8,5 - MRI CÓD. FWT159-12F-001 - ;;UN;0;0
MC-13201;CABO MANGA FLEX 3VIAS 22AWG PADRAO SENSOR - ;;UN;0;0
MC-11507;CHICOTE LIGACAO CONECTOR MIKE 3 VIAS E MOLEX 3VIAS - MRI ;;UN;0;0
MC-11505;CHICOTE LIGACAO CONECTOR MIKE 5 VIAS E MIOLEX 5 VIAS - MRI ;;UN;0;0
MC-10573;CHICOTE LIGACAO PAINEL MICRO FIT 6 VIAS - MRI CÓD.FWCLF-M04-;;UN;0;0
MC-10098;BOTAO DE EMERGENCIA N/A N/F RETANGULAR- MRI CÓD.FWDVCH-;;UN;0;0
MC-11627;PLACA FWU500 HAND GRIP RS232 INCLINAÇÃO NEW CYCLE - ;;UN;0;0
MC-8717;ORGANIZADOR FIO ESPIRAL 1/2 PRETO;;UN;0;0
MC-5207;PLACA PAINEL X-4 MOD. 2011 FW215 5 JANELAS - MRI CÓD.FWP215-;;UN;0;0
MC-1248;IMÃ 4000 GAUS 30X20X10 ND BLOCK COATING NI SXI;;UN;0;0
MC-1972;TERMINAL FORQUILHA 1,5X2,5 - AZUL;;UN;0;0
MC-11840;TERMINAL PRE ISOLADO TIPO FORQUILHA TPP 1,50 A 2,5MM AZUL;;UN;0;0
MC-12781;FREIO GERADOR 242MM UNIDIRECIONAL PARA ELIPTICO - ;;UN;0;0
MC-13333;CHICOTE BICICLETA ELIPTICO FREIO MAGNETICO PARA CONSOLE - ;;UN;0;0
MC-13332;CONSOLE FW346 HAND GRIP AZUL GABINETE PLASTICO ;;UN;0;0
MC-13334;FWMTGB-001 - MOTOR DE TRACAO PARA FREIO MAGNETICO - ;;UN;0;0
MC-13010;MINIDISJUNTOR MDWP-C6-2 (DIN 2 X 06A);;UN;0;0
MC-12465;SENSOR  ATIVO IR15 MINI - COD. A2924;;UN;0;0
MC-8844;PLACA PAINEL X-3 MOD.SEM PROGRAMA 5 JANELAS (X3 - GT)- MRI ;;UN;0;0
MC-12672;TERMINAL MACHO 6,3 P FIXAÇAO 45 ETE7011;;UN;0;0
MC-12538;CHICOTE EMERGENCIA SENSOR ESTEIRA REAB. FWCBOT-026;;UN;0;0
MC-1461;IMÃ DE SENSOR FERRITE BLOCO 30X10X7;;UN;0;0
MC-11304;IMÃ REDONDO DIAM.17MM/ESP 8MM - MRI COD.FWDVIM-001;;UN;0;0
MC-12309;CONSOLE FW306 DISPLAY C/POTENCIOMETRO LINEAR - ;;UN;0;0
MC-9425;PLACA FW222 6 JANELAS (SEM INCLINACAO) HAND GRIP AZUL - MRI ;;UN;0;0
MC-11506;CHICOTE PARA PEDALEIRA CONECTOR MIKE 5 VIAS - MRI ;;UN;0;0
MC-13032;CHICOTE LIGACAO CONECTOR MICRO FIT 6 VIAS PEDALEIRA SEM ;;UN;0;0
MC-11134;PAINEL AIR BIKE - CONTADOR FITNESS;;UN;0;0
MC-12312;CHICOTE LIGACAO FW401 E FONTE CHAVEADA - MRI CÓD.FWCLT-;;UN;0;0
MC-10586;CABO FLEX.2 FIOS 0,75MM ;;UN;0;0
MC-12933;CHICOTE ENTRADA DE ENERGIA FONTE E MOTOR FWCEE-;;UN;0;0
