Codigo;Nome;Descrição;unidade_medida;estoque_atual;estoque_minimo
MC-10700;ESPAGUETE RETRATIL 4MM PRETO (TERMORETRATIL);;UN;0;0
MC-12932;PLACA FW401 CPU CONTROLADOR DE MOTOR DC 24V - CÓD. ;;UN;0;0
MC-10982;PLACA FWU500 HAND GRIP RS232 PLANA - FWU500-HRSP-002;;UN;0;0
MC-7938;TERMINAL ELETR PRE-ISOL OLHAL 10 MM (4 a 6MM) AMARELO;;UN;0;0
MC-1396;ELIMINADOR DE PILHAS;;UN;0;0
MC-13471;PONTEIRA COM HAND GRIP 185MM ARREDONDADO COM ETIQUETA ;;UN;0;0
MC-13472;PONTEIRA COM HAND GRIP 185MM ARREDONDADO COM ETIQUETA ;;UN;0;0
MC-11286;BOTOEIRA YQA1-61K 2+1;;UN;0;0
MC-12936;CONECTOR MACHO PARA FIO COM PINO;;UN;0;0
MC-12935;FIO COM PINO 3X2,50X2,50 MTS MC 180° 20A + FM IEC PT;;UN;0;0
MC-11469;CHICOTE EXTENSOR BOTOEIRA ESCADA FISIO - FWCBOT-015;;UN;0;0
MC-2593;HAND GRIP FOLHA LF 200;;UN;0;0
MC-7713;CABO FLEX.2 FIOS 01,5MM;;UN;0;0
MC-9448;CONTROLE REMOTO - AGEON C/10 TECLAS+PILHAS AAA;;UN;0;0
MC-9878;ESPAGUETE 10MM - ROLO C/50 METROS - PRETO ;;UN;0;0
MC-8081;SENSOR DE NÍVEL ICOS LA16M-40;;UN;0;0
MC-8088;PRENSA CABO 3/4;;UN;0;0
MC-7473;CABO FLEX.3 FIOS 02,5MM;;UN;0;0
MC-9509;TERMINAL PRE ISOLADO FEMEA 4-6MM AMARELO;;UN;0;0
MC-11786;POLIA SINCRONIZADA 19L075/6F;;UN;0;0
MC-11287;FIXADOR TENSOR KF 233-D (GRAMPO);;UN;0;0
MC-9525;POLIA ALUMINIO 300 A1 F.25,5 FIX - PADRAO;;UN;0;0
MC-8921;BUCHA DA ALETA;;UN;0;0
MC-11148;POLIA ALUMINIO 350 A1 F.25,5 FIX - PADRAO**;;UN;0;0
MC-12298;PADRAO POLIA DE ALUMINIO 300 6 CANAIS PK F. FIX.(USINADA);;UN;0;0
MC-11787;POLIA SINCRONIZADA 24L075/6F ;;UN;0;0
MC-13003;CATRACA RODA LIVRE ESCADA (22 DENTES) TODA ESFERA;;UN;0;0
MC-12288;CARRINHO PARA GUIA LINEAR COM ABAS - XYZ20R**;;UN;0;0
MC-12487;GUIA LINEAR 1490MM X 20MM - XYZ-A-20R*;;UN;0;0
MC-12359;GUIA LINEAR 420MM X 15MM - LSH15 RL-N-D;;UN;0;0
MC-12360;CARRINHO PARA GUIA LINEAR S/ABAS - LSH15BK-HN-N-D-M4;;UN;0;0
MC-12287;GUIA LINEAR 2000MM X 20MM XYZ-A-20R;;UN;0;0
MC-12925;CARRINHO PARA GUIA LINEAR COM ABAS+RESERVATORIO- XYZ20E;;UN;0;0
MC-12559;GUIA LINEAR 330MM X 15MM - LSH15 RL-N-D;;UN;0;0
MC-12586;GUIA LINEAR 230MM X 15MM - LSH15 RL-N-D ;;UN;0;0
MC-8269;ABRACADEIRA NYLON 400 X 7,2MM - PRETA*;;UN;0;0
MC-656;COLA BASTAO QUENTE 12 x 280mm;;UN;0;0
MC-929;COLA LOCTITE 50GR FIXAÇÃO 638 (VERDE);;UN;0;0
MC-930;COLA LOCTITE 50GR TRAVA ROSCA 277 (VERMELHO);;UN;0;0
MC-894;"DISCO DE CORTE 5""";;UN;0;0
MC-11253;GRAXA BRANCA SPRAY 300ML ;;UN;0;0
MC-2027;PEDRA DA RETÍFICA C-177;;UN;0;0
MC-1771;PINCEL 2'' ;;UN;0;0
MC-11952;RODA ACABAMENTO MANTA 100X100X19,1 A120 FINA - POLIMENTO;;UN;0;0
MC-833;SERRA MANUAL STARRET;;UN;0;0
MC-1607;SERRA PB 27X8-12 GX2,90 MT;;UN;0;0
MC-661;VASELINA MULTIUSO PASTA 3 KG;;UN;0;0
MC-10381;FITA 3M TRANSPARENTE 9472LE 686MMX164MT;;UN;0;0
MC-3286;PONTA COM LIXA 25MM;;UN;0;0
MC-1770;"DISCO DE ACABAMENTO 4"" D.FLAP 115X22 #60 SNAPPER";;UN;0;0
MC-12450;PINCEL 1'' ;;UN;0;0
MC-889;LIXA DE FERRO 80;;UN;0;0
MC-1604;LIXA ESPONJA ABRASIVA 98X120 AMARELO 100 FINO SIA**;;UN;0;0
MC-10261;SERINGA DESC 20ML BD;;UN;0;0
MC-931;COLA ADESIVO INSTANTÂNEO 20GR (TEK BOND 793);;UN;0;0
MC-3675;FITA DUPLA FACE 20MMX20MT;;UN;0;0
MC-12240;DISCO DE CORTE 4.1/2;;UN;0;0
MC-10938;SERRA FITA BI-ALFA PROFILE - 27X0,9X8/11X2,83M - INOX;;UN;0;0
MC-8298;DESMOLDANTE LN - ULTRALUB (SILICONE SPRAY);;UN;0;0
MC-1558;FITA ISOLANTE 18MMX20MT;;UN;0;0
MC-8396;FITA VEDA ROSCA 18MM X 10M ;;UN;0;0
MC-13317;"DISCO DE LIXA 120 - 5""";;UN;0;0
MC-11272;LIMPA CONTATO AEROSSOL 300 ML;;UN;0;0
MC-1705;SUPER LUB 300ML;;UN;0;0
MC-2014;ABRACADEIRA NYLON 150 x 4,8MM - PRETA ;;UN;0;0
MC-7986;SERRA DE FITA 1/4 X 6SK X 4,12;;UN;0;0
MC-7998;ABRACADEIRA NYLON 100X2,5MM - PRETA;;UN;0;0
MC-1663;DISCO DE DESBASTE PHF46 115X6,4X22,2 ALCAR;;UN;0;0
MC-2045;LIXA D' ÁGUA 180;;UN;0;0
MC-10251;LIXA D' ÁGUA GR-1200;;UN;0;0
MC-10981;BICO CONTATO 1,0 MM INOX;;UN;0;0
MC-12670;BICO TUBO DE CONTATO 0,9X30X10X M8;;UN;0;0
MC-10170;BICO DE CORTE 45A P/PM45 220941 HYPERTHERM**;;UN;0;0
MC-4209;ELETROLDO P/ PLASMA 120926;;UN;0;0
MC-8022;BICO DE CORTE 85A P\PM85 220816 HYPERTHERM;;UN;0;0
MC-5575;BOCAL CON SBME450/470 D16,0  ME516**;;UN;0;0
MC-7280;ELETROLDO P/PLASMA P/PM65/85/105 220842;;UN;0;0
MC-7281;BOCAL METAL ARR. P/PM65/85 220818 HYPERTHERM;;UN;0;0
MC-9237;ARAME DE SOLDA PARA INOX 1MM;;UN;0;0
MC-7703;BICO CONT E-CU 0,9 M8 10X30MM BZ 140.0214-10**;;UN;0;0
MC-7208;BICO PLASMA ESAB/ELET S30-S45 LPH35 0,8 MED PR110;;UN;0;0
MC-12002;BICO TUBO DE CONTATO CUCRZR M8 0,8MM ;;UN;0;0
MC-11500;BICO TUBO DE CONTATO CUCRZR M8 1MM;;UN;0;0
MC-11501;DIFUSOR DE GAS ROSCA QUADRADA 48,5MM P/M8;;UN;0;0
MC-3196;MARCADOR AMARELO INDUSTRIAL;;UN;0;0
MC-11499;PONTEIRA UNICA CURTA 15,00MM RQ 3P - 15X66MM;;UN;0;0
MC-5576;PORTA BOCAL / BICO SBME450/470 LR TM 406**;;UN;0;0
MC-1545;ARAME DE SOLDA MIG 0,8;;UN;0;0
MC-693;ANTI RESPINGO LÍQUIDO PARA SOLDA 5 LT;;UN;0;0
MC-662;ANTI RESPINGO EM PASTA 350G;;UN;0;0
MC-7663;MAXLUB SPECIAL CUT 500 ML;;UN;0;0
MC-8181;OLEO HIDRAULICO 68 UNIX WAY - BB20 (TORNO CNC);;UN;0;0
MC-13267;OLEO SAW (5KGS) A0735 - SERRA FITA;;UN;0;0
MC-8011;PARAFUSO SR 14-560;;UN;0;0
MC-8004;PASTILHA DGR 3102C-6D IC808;;UN;0;0
MC-8005;PASTILHA INTERC. MD 254LG-16CC01-130 1135 (INTERNA);;UN;0;0
MC-6608;PASTILHA INTERC. MD 254RG-16CC01-130 1135 (EXTERNA);;UN;0;0
MC-6344;PASTILHA INTERC. MD 266RG16VM01A002M 1125;;UN;0;0
MC-12040;PASTILHA QD-NG-0300-0002-CM 1125;;UN;0;0
MC-12252;PASTILHA TCMT 110304 PM 4425 ;;UN;0;0
MC-8079;PASTILHA TNMG 160404-TF IC8250;;UN;0;0
MC-11989;PASTILHA TNMG 160408-PM 4425;;UN;0;0
MC-9205;PASTILHA TNMG 220408-TF IC907;;UN;0;0
MC-5866;PASTILHA WNMA 080408 IC5010;;UN;0;0
MC-9430;PASTILHA WNMG 080408-MM 2025;;UN;0;0
MC-2466;PASTILHA TNMG 220412-GN IC8250;;UN;0;0
MC-10443;BOBINA ISOMANTA 1500MM X 100 MT X 2MM ;;UN;0;0
MC-6936;CAIXA DE PAPELAO 03 250X150X300;;UN;0;0
MC-8661;CAIXA DE PAPELAO BARRILHA FERRO 4 UNIDADES (VALENTIM);;UN;0;0
MC-13038;CAIXA DE PAPELAO TRILHO GAIOLA REABILITACAO ;;UN;0;0
MC-12001;EPS ESTEIRA KIDS 415X215X95 T1 (ISOPOR) - MENOR;;UN;0;0
MC-12082;FITA ADESIVA CUIDADO FRAGIL 50MM X 100MTS;;UN;0;0
MC-11271;FITA CREPE - 48 x 50 MT**;;UN;0;0
MC-13090;ISOMANTA PLC 1500MM X 1200 MT X 20MM ;;UN;0;0
MC-783;PLASTICO BOLHA;;UN;0;0
MC-11521;SACO PLASTICO 0,30x0,45x0,08;;UN;0;0
MC-2872;SACO PLASTICO 0,60X1,0X0,15;;UN;0;0
MC-10995;SACO PLASTICO 12X12X1,3 CM (SACO CANGURU COD. 3772);;UN;0;0
MC-11732;SACO PLASTICO 35x45x0,08;;UN;0;0
MC-6681;SACO PLASTICO 90X90X0,15;;UN;0;0
MC-11061;CANTONEIRA DE PAPELAO 100X50X4X1700;;UN;0;0
MC-2382;PLÁSTICO FILME STRECH (20 X 40 T1);;UN;0;0
MC-761;COBERTA PARATI CASAL 1,90 X 1,60 - 350G/M²;;UN;0;0
MC-7805;FITILHO PP F-20 MARRON L-;;UN;0;0
MC-1774;BOBINA DE PAPELAO 1,20 CM - ROLO;;UN;0;0
MC-10939;SACO PLASTICO 25X35X0,8;;UN;0;0
MC-3776;CORDA TRANÇADA 8MM;;UN;0;0
MC-13074;EPS ESTEIRA KIDS 872X255X90 T3F (ISOPOR KIDS);;UN;0;0
MC-13075;EPS ESTEIRA KIDS 872X255X85 T3F (ISOPOR KIDS);;UN;0;0
MC-807;FITA CREPE - 18 x 50MT;;UN;0;0
MC-808;FITA ADESIVA 50MM X 100MTS;;UN;0;0
MC-13073;CAIXA DE PAPELAO - ESTEIRA PORTATIL KIDS C/CARENAGEM;;UN;0;0
MC-11764;MANTA FOLHA TEFLON 40X60X0,13 SEM ADESIVO;;UN;0;0
MC-8566;PLÁSTICO FILME STRECH 500MM;;UN;0;0
MC-8480;SACO PLASTICO 1,00X1,30X0,08;;UN;0;0
MC-8078;SACO PLASTICO 1,50 X 1,80 X 0,15 ;;UN;0;0
MC-13030;CAIXA DE PAPELAO BARRA PEQUENA GAIOLA REABILITACAO ;;UN;0;0
MC-13029;CAIXA DE PAPELAO CABIDE/GAIOLA REABILITACAO;;UN;0;0
MC-13016;CAIXA DE PAPELAO GAIOLA REABILITACAO;;UN;0;0
MC-13037;CAIXA DE PAPELAO BARRA MEDIA GAIOLA REABILITACAO;;UN;0;0
MC-2873;SACO PLASTICO 70X87X0,15;;UN;0;0
MC-10183;CAIXA DE PAPELAO 385X255X160 - ORGANIZADORA;;UN;0;0
MC-10068;ABAFADOR CONCHA;;UN;0;0
MC-788;AVENTAL DE COURO;;UN;0;0
MC-2041;AVENTAL DE COURO COM MANGA;;UN;0;0
MC-8138;AVENTAL LONA VERDE BVK;;UN;0;0
MC-4081;BOTINA N° 35;;UN;0;0
MC-11887;BOTINA N° 36;;UN;0;0
MC-1890;BOTINA N° 39;;UN;0;0
MC-1572;BOTINA N° 41;;UN;0;0
MC-1710;BOTINA N° 42;;UN;0;0
MC-8237;BOTINA Nº 44;;UN;0;0
MC-12206;BOTINA Nº 45;;UN;0;0
MC-11169;CREME PROTETOR PELE GRUPO 3 PLUS;;UN;0;0
MC-13147;LENTE PROTECAO INT. 97 X 46,5 X 0,8MM P/MASCARA SUMIG ;;UN;0;0
MC-3526;LUVA ASPERA PARA BANHO/FOSFATO PVC PUNHO LONGO 75 CM;;UN;0;0
MC-12521;MASCARA DE SOLDA AUTOMATICA CARBOGRAFITE;;UN;0;0
MC-12241;NOBUCK COTURNO 42;;UN;0;0
MC-10211;OCULOS CASTOR S/LENTE;;UN;0;0
MC-12021;OCULOS INCOLOR MOD. PANDA ;;UN;0;0
MC-11706;OCULOS VERDE ESCURO PARA  SOLDA (JAGUAR) - KALIPSO;;UN;0;0
MC-12963;PLACA MASCARA DE SOLDA CARBOGRAFITE 88X116;;UN;0;0
MC-12348;PROTEÇÃO PARA JUGULAR - CAMPER;;UN;0;0
MC-12991;PROTETOR DE MASC. DE SOLDA (VIDRO INCOLOR) 117X90X3;;UN;0;0
MC-726;PROTETOR DE MÁSCARA DE SOLDA N° 10;;UN;0;0
MC-6578;PROTETOR DE MÁSCARA DE SOLDA N° 12;;UN;0;0
MC-12027;PROTETOR FACIAL INCOLOR;;UN;0;0
MC-1549;PROTETOR SOLAR FPS 60 (SUNLAU);;UN;0;0
MC-11433;RESPIRADOR DESC. PFF2 V.O. COM VALVULA COM CARVAO ATIVO;;UN;0;0
MC-13594;SAPATO EVA Nº40;;UN;0;0
MC-12018;VISOR MASCARA DE SOLDA - PLACA EXTERNA 776000 I;;UN;0;0
MC-2032;MACACAO DE PINTURA;;UN;0;0
MC-3931;LUVA VAQUETA;;UN;0;0
MC-888;PROTETOR AUDITIVO - K10;;UN;0;0
MC-10785;LUVA MULTITATO Nº 7;;UN;0;0
MC-13146;LENTE PROTECAO EXT. 115 X 99,5 X 1,0MM P/MASCARA SUMIG ;;UN;0;0
MC-10708;LUVA MULTITATO Nº8;;UN;0;0
MC-9199;LUVA NITRILICA T9 - G ;;UN;0;0
MC-2566;OCULOS INCOLOR JAGUAR (KALIPSO);;UN;0;0
MC-1636;BOTINA N° 43;;UN;0;0
MC-11480;LUVA DE RASPA PUNHO 15 (SOLDA) - ESQUERDA SEM FORRO;;UN;0;0
MC-7746;PASTA LAVAR AS MAOS 1KG;;UN;0;0
MC-12351;LUVA MULTITATO Nº6;;UN;0;0
MC-859;LUVA DE PINTURA PEGASUS;;UN;0;0
MC-8136;FILTRO P/MASCARA SERIE 6000 - PRE-FILTRO P/POEIRAS;;UN;0;0
MC-4769;BOTINA N° 38;;UN;0;0
MC-1637;BOTINA N° 40;;UN;0;0
MC-11436;LUVA DE RASPA TERMICA (FORNO);;UN;0;0
MC-1709;OCULOS PARA SOLDA TON 3 - VERDE MEDIO (JAGUAR);;UN;0;0
MC-11237;RESPIRADOR SEMI-FACIAL SERIE 6200;;UN;0;0
MC-13066;AVENTAL BIDIN/NAPA CORES DIVERSAR 1.20 X 0.70;;UN;0;0
MC-861;OCULOS RÃ COM VÁLVULA;;UN;0;0
MC-5034;MANGOTE C/ VELCRO;;UN;0;0
MC-12622;ABAFADOR CONCHA DE ACOPLAR CAPACETE;;UN;0;0
MC-725;GORRO DE SOLDA;;UN;0;0
MC-12262;CAPACETE DE PROTEÇÃO C/ CARNEIRA (PLASTICO);;UN;0;0
MC-9426;CHAVE ALLEN 3/16;;UN;0;0
MC-2134;CHAVE ALLEN 4MM;;UN;0;0
MC-10045;CHAVE ALLEN 5MM;;UN;0;0
MC-8129;LIMA CILINDRICA 10MM ABAULADA;;UN;0;0
MC-5473;LIMA CILINDRICA 10MM RETA;;UN;0;0
MC-834;LIMA PARA ENXADA 8''/200MM - COOPER;;UN;0;0
MC-12192;PONTA ALLEN 5/16 (100MM) ;;UN;0;0
MC-11791;PONTA BIT ALLEN 1/4 X 3/16 (75 MM);;UN;0;0
MC-10539;PONTA BIT ALLEN 1/4 X 4MM (50 MM) ;;UN;0;0
MC-12998;PONTA BIT ALLEN 1/4 X 5/16 (33MM;;UN;0;0
MC-11483;PONTA BIT ALLEN 1/4 X 5/16 (75MM) ;;UN;0;0
MC-5088;PONTA BIT PHILIPS 1/4 X 25,4 ;;UN;0;0
MC-10067;SOQUETE MAGNETICO 1/4 MM;;UN;0;0
MC-11882;SOQUETE MAGNETICO 6 MM;;UN;0;0
MC-9129;ADAPTADOR P\SOQ.1/4 x 1/2;;UN;0;0
MC-862;LÂMINA PARA ESTILETE 18MM;;UN;0;0
MC-926;ESTILETE SNAP OFF 18MM DE ALUMINIO CÓD.105236;;UN;0;0
MC-11796;PONTA BIT ALLEN 1/4 X 6MM (75 MM);;UN;0;0
MC-3029;PONTA BIT ALLEN 1/4 X 3/16 (50 MM);;UN;0;0
MC-11496;PONTA BIT ALLEN 1/4 X 5MM (50 MM);;UN;0;0
MC-7577;ADAPTADOR P\SOQ.1/4 50MM ENC.1\4 SEXT. E26862E IFLA;;UN;0;0
MC-11819;SERRA PARA TICO-TICO BU38-20;;UN;0;0
MC-1808;CHAVE ALLEN 6MM;;UN;0;0
MC-12207;ESTILETE SNAP OFF 25 MM DE ALUMINIO;;UN;0;0
MC-1813;TRENA 5 MT;;UN;0;0
MC-11793;PONTA BIT ALLEN 1/4 X 5/16 (75 MM);;UN;0;0
MC-12052;LÂMINA PARA ESTILETE 25 MM;;UN;0;0
MC-1596;SOLDA ESTANHO ROLO 500GRS;;UN;0;0
MC-10591;PONTA BIT ALLEN 1/4 X 5/16 (25MM) ;;UN;0;0
MC-7215;SOQUETE 1/2 X 10MM ESTR. 013109 013109;;UN;0;0
MC-7827;ALONGADOR 619773-02;;UN;0;0
MC-1907;TRENA 3 MT ;;UN;0;0
MC-2860;PONTA BIT ALLEN 1/4 X 4MM (25MM);;UN;0;0
MC-12868;PONTA BIT ALLEN 1/4 X 3MM (50 MM);;UN;0;0
MC-7217;SOQUETE 1/2 X 9/16 SEXT. 013060 013060;;UN;0;0
MC-9496;CHAVE ALLEN 5/16;;UN;0;0
MC-11795;PONTA BIT ALLEN 1/4 X 6MM (50 MM);;UN;0;0
MC-10810;PONTA BIT ALLEN 1/4 X 5MM (25 MM);;UN;0;0
MC-4273;"BROCA 1/8""";;UN;0;0
MC-8186;BROCA 10,8MM;;UN;0;0
MC-12354;BROCA 13,2 MM;;UN;0;0
MC-4343;BROCA 17MM;;UN;0;0
MC-5732;BROCA 20MM;;UN;0;0
MC-11912;BROCA 24 mm;;UN;0;0
MC-8141;BROCA 2MM;;UN;0;0
MC-4271;"BROCA 3/8""";;UN;0;0
MC-3511;BROCA 3MM;;UN;0;0
MC-3027;BROCA 4,5MM;;UN;0;0
MC-10252;BROCA 5,7MM;;UN;0;0
MC-9527;BROCA 5,8MM;;UN;0;0
MC-2572;BROCA 5MM;;UN;0;0
MC-6668;BROCA 6,2MM;;UN;0;0
MC-3103;BROCA 8,2MM;;UN;0;0
MC-8745;FRESA TOPO 5MM;;UN;0;0
MC-6087;"MACHO 1/2"" 12 FIOS BSW (CANAL HELICOIDAL)";;UN;0;0
MC-6085;"MACHO 1/4"" (CANAL HELICOIDAL)";;UN;0;0
MC-8117;"MACHO 1/4"" (PONTA HELICOIDAL)";;UN;0;0
MC-2783;MACHO 9/16''X20 - DIREITO;;UN;0;0
MC-5628;MACHO M12X1,75 (CANAL HELICOIDAL);;UN;0;0
MC-10662;MACHO MAQ. 3/16'' BSW 2183 (PONTA HELICOIDAL) ;;UN;0;0
MC-2700;MACHO MAQ. 3/8'' BSW 290/1 - PONTA HELICOIDAL;;UN;0;0
MC-1258;MACHO MAQ. 3/8'' BSW 290/2 CANAL HELICOIDAL - E5333/8;;UN;0;0
MC-2701;MACHO MAQ. 5/16'' 290/2(CANAL HELICOIDAL);;UN;0;0
MC-3057;MACHO MAQ. M10X1,50 - 250/1 (PONT. HELICOIDAL);;UN;0;0
MC-3055;MACHO MAQ. M12X1,25 (PONTA HELICOIDAL);;UN;0;0
MC-10962;MACHO MAQ. M20X1,5 - D2181 5NO9;;UN;0;0
MC-12663;MACHO MAQ. M4X0.7 - INOX - CANAL HELICOIDAL;;UN;0;0
MC-3056;MACHO MAQ. M5X0,80 250/2 (PONTA HELICOIDAL);;UN;0;0
MC-956;MACHO MAQ. M6X1,00 250/1 - PONTA HELICOIDAL;;UN;0;0
MC-5469;BROCA 6,5MM;;UN;0;0
MC-2580;BROCA 10MM;;UN;0;0
MC-3026;BROCA 6,8MM;;UN;0;0
MC-9339;BROCA 7MM;;UN;0;0
MC-5471;BROCA 7,5MM;;UN;0;0
MC-2719;BROCA 12MM;;UN;0;0
MC-3024;BROCA 11MM;;UN;0;0
MC-4272;BROCA 4MM;;UN;0;0
MC-6667;BROCA 14MM;;UN;0;0
MC-3025;BROCA 8MM;;UN;0;0
MC-13453;MACHO MAQ. M4X0.7 - PONTA HELICOIDAL;;UN;0;0
MC-2029;MACHO MAQ. 5/16'' BSW 290/1(PONTA HELICOIDAL);;UN;0;0
MC-4804;BROCA 15MM;;UN;0;0
MC-2703;MACHO MAQ. M8X1,25 250/1 (PONTA HELICOIDAL);;UN;0;0
MC-5292;BROCA 3,5MM;;UN;0;0
MC-8287;MACHO MAQ. M6X1,00  - CANAL HELICOIDAL;;UN;0;0
MC-2702;MACHO MAQ. M5X0,80 250/1 (CANAL HELICOIDAL);;UN;0;0
MC-2582;BROCA 9MM;;UN;0;0
MC-10088;MACHO MAQ. M8X1,00 (CANAL HELICOIDAL);;UN;0;0
MC-5470;BROCA 5,5MM;;UN;0;0
MC-12307;MACHO MAQ. M4X0.7 - CANAL HELICOIDAL**;;UN;0;0
MC-11045;BROCA 19MM;;UN;0;0
MC-2579;BROCA 6MM;;UN;0;0
MC-4805;BROCA 4,2MM;;UN;0;0
MC-3592;BROCA 13MM;;UN;0;0
MC-2765;BROCA 9,5MM;;UN;0;0
MC-5231;MACHO MAQ. M8X1,25 (CANAL HELICOIDAL);;UN;0;0
MC-3023;BROCA 8,5MM;;UN;0;0
MC-5782;BROCA 11,5MM;;UN;0;0
MC-1643;FERRO CHATO 1 1/4'' #3/16'';;UN;0;0
MC-1585;"FERRO CHATO 1"" #1/4""";;UN;0;0
MC-1612;"FERRO CHATO 1"" #3/16""";;UN;0;0
MC-1587;"FERRO CHATO 2'' #1/4""";;UN;0;0
MC-5300;FERRO CHATO DE ALUMINIO 1 1/4''#1/8''X6.000MM;;UN;0;0
MC-8886;"FERRO CHATO DE ALUMINIO 1"" #1/8''X6.000MM";;UN;0;0
MC-1611;"FERRO CHATO 1"" #1/8""";;UN;0;0
MC-1609;"FERRO CHATO 3'' #1/4""";;UN;0;0
MC-1614;FERRO CHATO 1 1/2'' #3/8'';;UN;0;0
MC-9519;POLIA DE FERRO FUNDIDO 75 A1 - FURO 19;;UN;0;0
MC-9510;POLIA DE FERRO FUNDIDO 110 A1 - COM FURO 19MM;;UN;0;0
MC-9511;POLIA DE FERRO FUNDIDO 130 A1 - SEM FURO;;UN;0;0
MC-9481;POLIA DE FERRO FUNDIDO 90 A1 - COM FURO 19 CH. FIX.;;UN;0;0
MC-6342;GAS 20KG ;;UN;0;0
MC-2057;GAS A GRANEL GLP;;UN;0;0
MC-766;GAS AGA MIX 28;;UN;0;0
MC-12080;GAS ARCA 12 - 10M3 (INOX);;UN;0;0
MC-2050;OXIGENIO 10,0M3;;UN;0;0
MC-13311;MANGUEIRA CRISTAL 3/4 X 1,5MM;;UN;0;0
MC-8428;MANGUEIRA CRISTAL 3/4 X 2,00MM;;UN;0;0
MC-8055;MOTO BOMBA SUBMERSA SB 2000LTS 220V OEM COD.04020002;;UN;0;0
MC-8449;"TE INT. DE PVC 1/2""";;UN;0;0
MC-11554;BOMBA SUBMERSA AP 5200(3200 L/H) COLUNA 3,6MTS;;UN;0;0
MC-8423;"TUBO PVC 1/2"" - 20MM";;UN;0;0
MC-8304;MOTO BOMBA SUBMERSA SB 2700LTS 220V OEM - CÓD.04020010;;UN;0;0
MC-8376;ADAPTADOR C/ANEL VED.SOLD.20X1/2 ;;UN;0;0
MC-9611;GRADE UNIVERSAL SARLO BETTER FECHADA - CÓD.04000008;;UN;0;0
MC-11884;TORNEIRA BÓIA 1/2 - COD. 9620;;UN;0;0
MC-8381;"JOELHO DE PVC 90 1/2""";;UN;0;0
MC-8492;UNIAO 20MM;;UN;0;0
MC-8450;"LUVA LR 20MM X 1/2""";;UN;0;0
MC-9977;DIFUSOR PEQUENO - COD.9435 (RASTELO);;UN;0;0
MC-8607;REGISTRO ESF. PVC 20 X 1/2 SOLDAVEL;;UN;0;0
MC-9978;DIFUSOR PEQUENO - COD.9434 (ACABAMENTO TAMPA);;UN;0;0
MC-7845;ADAPTADOR CURTO 1/2X20MM TIGRE;;UN;0;0
MC-13583;QUEIMADOR A GAS ELCO  CB-VG 1.105 D3/4* 60HZ KN 3832004;;UN;0;0
MC-13208;STEP EVA 30 X 60CM;;UN;0;0
MC-7593;CHAPA DE MDF 2,75 X 1,90 X 25MM;;UN;0;0
MC-7144;DECK DE MDF X-4 1.330 X 720 X 25;;UN;0;0
MC-10432;DECK DE MDF X-6 1.365 X 690 X 25;;UN;0;0
MC-7088;DECK DE MDF X-3 1.160 X 645 X 20;;UN;0;0
MC-11454;DECK DA ESTEIRA FISIO;;UN;0;0
MC-7563;PANO PARA LIMPEZA ACE APC000236;;UN;0;0
MC-8341;MOTOR ELET. TRIFASICO 1CV 04 80 220/380 C/6 TERM 60HZ ;;UN;0;0
MC-9447;KIT INVERSOR DE FREQ. P/VARIACAO DE VELOC. AGEON - IRX PRO ;;UN;0;0
MC-11534;MOTOR ELET. TRIFASICO 3CV 04 90S/L 220 C/3 TERM 60HZ B3D ;;UN;0;0
MC-12377;MOTOR 80 4P 1,5CV 4S 60 3F 55 B3D-S HERCULES;;UN;0;0
MC-10455;CHICOTE IHM IRX-S APARELHO P/ACIONAMENTO E COMANDO(cabo ;;UN;0;0
MC-11438;MOTOR 2CV 4P L90S WFF2 - ESTEIRA FISIO;;UN;0;0
MC-10488;MOTOR ELETRICO TRIFASICO CA ROTOR 3CV 02 08 220V;;UN;0;0
MC-10872;RESISTOR DE FRENAGEM 39 OHMS 150 WATTS **;;UN;0;0
MC-12271;RESISTOR DE FRENAGEM 39 OHMS 500 WATTS;;UN;0;0
MC-10433;ATUADOR LINEAR C/MOTOR CC - 100W 24V (MOTOR DE INCLINAÇÃO) ;;UN;0;0
MC-11785;MOTOR-CORRENTE CONTINUA MCC-0,12 CV (090W) 24V (80/10M) ;;UN;0;0
MC-10738;MOTOFREIO 1CV 0408 220/380 C/6 TERM 60HZ TRIFASICO (WEG);;UN;0;0
MC-10437;INVERSOR CFW300 - CONVERSOR ELETRONICO PARA VARIACAO ;;UN;0;0
MC-12691;ACOPLAMENTO MANG. D10-21 PISTOLA PEM-X1 2322761 - WAGNER ;;UN;0;0
MC-12847;ANEIS ORING PEM X1 TE 2334341 - WAGNER ;;UN;0;0
MC-12692;BICO DIFUSOR PLANO PISTOLA PEM-X1 2321976 - WAGNER ;;UN;0;0
MC-12273;CAPA CONDUTRIZ VENTURI DA BOMBA PO PI-P1 PHX W - 0241476;;UN;0;0
MC-12621;CONECTOR DO RESERVATORIO DE PO DA BOMBA P1-P1 - WAGNER;;UN;0;0
MC-12850;DEFLETOR INT.PISTOLA  PEM-X1 2320488- WAGNER  ;;UN;0;0
MC-12846;ELEMENTO FILTRANTE PEM-X1 2320305 - WAGNER ;;UN;0;0
MC-12848;ENGATE TUBO AR PUNHO PISTOLA  PEM-X1 2321978 - WAGNER ;;UN;0;0
MC-9000;ESMALTE PRETO CADILAC - 18L - COD.500800;;UN;0;0
MC-12693;INSERTO DO BICO PLANO PISTOLA PEM-X1 2322529- WAGNER;;UN;0;0
